path,accent,mfcc_0_mean,mfcc_1_mean,mfcc_2_mean,mfcc_3_mean,mfcc_4_mean,mfcc_5_mean,mfcc_6_mean,mfcc_7_mean,mfcc_8_mean,mfcc_9_mean,mfcc_10_mean,mfcc_11_mean,mfcc_12_mean,mfcc_0_std,mfcc_1_std,mfcc_2_std,mfcc_3_std,mfcc_4_std,mfcc_5_std,mfcc_6_std,mfcc_7_std,mfcc_8_std,mfcc_9_std,mfcc_10_std,mfcc_11_std,mfcc_12_std,mel_mean,mel_std,chroma_mean,chroma_std,zcr_mean,zcr_std,rms_mean,rms_std
spkr103_1.wav,Spanish,-312.0198669433594,93.57107543945312,-73.5032730102539,10.969114303588867,-6.469268321990967,-36.09872817993164,-14.82376480102539,-11.332183837890625,-9.11136245727539,-13.222975730895996,-11.806962013244629,-8.85036563873291,-2.916572093963623,142.7239990234375,97.92477416992188,70.22440338134766,51.868141174316406,26.0687313079834,31.265775680541992,17.510311126708984,18.80631446838379,17.78200340270996,15.330156326293945,10.100957870483398,9.610575675964355,14.619608879089355,0.7135550379753113,3.7180638313293457,0.3806454837322235,0.3022793233394623,0.22452173477564102,0.13895319654365101,0.05272675305604935,0.032518062740564346
spkr103_10.wav,Spanish,-320.8224792480469,29.182004928588867,-31.452207565307617,35.4915771484375,-19.542970657348633,-40.92894744873047,-6.183932304382324,-19.661550521850586,-23.93282127380371,-10.829496383666992,-15.727194786071777,-8.665160179138184,-8.98375129699707,157.58009338378906,122.13539123535156,50.54360580444336,50.986595153808594,34.4924430847168,32.673683166503906,21.19440269470215,19.712947845458984,16.96818733215332,13.048486709594727,15.609500885009766,16.3075008392334,9.391225814819336,0.7843126654624939,4.351782321929932,0.3800731599330902,0.3019084334373474,0.25146484375,0.16491352551080518,0.06182192638516426,0.056814178824424744
spkr103_11.wav,Spanish,-328.8838806152344,41.8497200012207,-31.634164810180664,50.62580490112305,-7.848445892333984,-10.416108131408691,-13.573880195617676,-34.28095245361328,-4.556896686553955,-19.38521385192871,-18.89453887939453,1.442507266998291,-0.3125881850719452,102.07685852050781,111.16127014160156,69.11013793945312,37.60390853881836,23.311344146728516,33.572288513183594,21.419282913208008,24.366796493530273,26.165298461914062,18.850732803344727,14.969405174255371,9.969341278076172,9.876784324645996,0.6218764781951904,5.148180961608887,0.3063173294067383,0.31380727887153625,0.21980794270833334,0.1884553553674668,0.04581885039806366,0.031368013471364975
spkr103_12.wav,Spanish,-269.1196594238281,49.36272048950195,-56.09054183959961,43.605533599853516,-27.2042293548584,-29.24267578125,-10.614425659179688,-15.262001991271973,-19.51600456237793,-11.610297203063965,-13.216812133789062,-3.1054394245147705,-6.685211181640625,113.5145263671875,117.6594009399414,64.82585144042969,49.41356658935547,20.90765953063965,33.4857292175293,21.004507064819336,17.81262969970703,20.94241714477539,19.9516658782959,12.23816204071045,9.490396499633789,10.367616653442383,0.573395311832428,3.2980666160583496,0.4045071303844452,0.3039378821849823,0.2505086263020833,0.133458602627802,0.052375953644514084,0.024813273921608925
spkr103_13.wav,Spanish,-312.1218566894531,45.70680236816406,-36.67902374267578,48.525272369384766,-23.882801055908203,-34.126792907714844,-5.572506427764893,-1.0186551809310913,-18.985994338989258,-13.154462814331055,-15.854683876037598,-5.217482566833496,-10.327091217041016,152.60914611816406,82.60585021972656,61.42150115966797,38.97233963012695,20.154783248901367,30.717182159423828,25.277881622314453,22.74462127685547,22.28558349609375,13.7964448928833,15.1267671585083,14.552684783935547,13.164931297302246,0.38841670751571655,1.7723132371902466,0.3473866879940033,0.30914416909217834,0.24807942708333333,0.14748983631929125,0.040859583765268326,0.026362208649516106
spkr103_14.wav,Spanish,-326.1094665527344,67.6600570678711,-56.222015380859375,19.637479782104492,-27.930482864379883,-5.650712013244629,-14.56566333770752,-31.25821304321289,-2.920228958129883,-12.79780101776123,-10.198785781860352,-0.9325079917907715,-7.291282653808594,111.71785736083984,138.4761962890625,68.26702880859375,61.782955169677734,38.8048210144043,21.58839225769043,21.333965301513672,23.071462631225586,30.242692947387695,19.731510162353516,17.379499435424805,10.777117729187012,12.782827377319336,0.7974028587341309,4.122188091278076,0.34538114070892334,0.3165837228298187,0.21370442708333334,0.16166054731993992,0.05951961502432823,0.03667380288243294
spkr103_15.wav,Spanish,-340.13287353515625,34.9146842956543,-48.06638717651367,30.21603012084961,-12.523472785949707,-35.27413558959961,-9.188484191894531,-10.491056442260742,-15.013267517089844,-12.264466285705566,-9.316393852233887,-1.5955886840820312,-9.228647232055664,90.51283264160156,139.06900024414062,61.69078826904297,64.01213073730469,27.578645706176758,31.15982437133789,24.221290588378906,25.469127655029297,20.899869918823242,13.371475219726562,14.3933744430542,14.145001411437988,9.422595024108887,0.6405088305473328,4.881232261657715,0.2991514801979065,0.3059931993484497,0.23669663915094338,0.17767442833318042,0.05364660173654556,0.058642011135816574
spkr103_18.wav,Spanish,-361.142333984375,18.294330596923828,-17.198352813720703,57.23918533325195,-21.387393951416016,-18.87682342529297,-19.545927047729492,-10.010181427001953,-14.656871795654297,-17.088218688964844,-12.70287036895752,-5.030434608459473,-5.0731329917907715,88.23249816894531,136.3524169921875,75.6290283203125,78.5104751586914,39.278018951416016,39.15836715698242,24.579517364501953,24.202363967895508,27.829824447631836,14.0255126953125,18.74362564086914,15.361544609069824,16.532865524291992,0.3849523961544037,2.6586263179779053,0.33190077543258667,0.3135433793067932,0.2692440257352941,0.15785728524054335,0.04878271371126175,0.026506397873163223
spkr103_19.wav,Spanish,-330.5567626953125,16.587799072265625,-26.806209564208984,45.45882797241211,-32.95085144042969,-30.390975952148438,-5.367752552032471,-24.021190643310547,-10.558281898498535,-8.812651634216309,-12.965852737426758,1.329770803451538,-9.972914695739746,113.28875732421875,142.6904754638672,88.56148529052734,37.722373962402344,34.28971862792969,43.92451477050781,24.29537582397461,20.60639762878418,21.776845932006836,18.847009658813477,13.700342178344727,14.183732032775879,13.61453628540039,0.8065366148948669,5.055103778839111,0.3009487986564636,0.31325429677963257,0.31050305488782054,0.18920320788162984,0.061486318707466125,0.04188994690775871
spkr103_2.wav,Spanish,-308.4054870605469,58.80375289916992,-30.964263916015625,39.52324676513672,-41.40188217163086,-2.1153786182403564,-2.2363762855529785,-28.958730697631836,4.644711971282959,-6.380669116973877,-14.827510833740234,4.325319766998291,-10.346920013427734,175.9090118408203,91.97349548339844,73.19047546386719,72.13773345947266,34.7276725769043,31.544727325439453,15.36567211151123,37.576087951660156,17.01601791381836,15.832768440246582,19.442838668823242,10.763106346130371,11.879074096679688,0.5982521176338196,2.838526964187622,0.4502685070037842,0.29757609963417053,0.21466238839285715,0.11506939314976727,0.05491350218653679,0.034249741584062576
spkr103_20.wav,Spanish,-357.919677734375,64.5662841796875,-35.1425666809082,41.26500701904297,-17.323373794555664,-30.20260238647461,-9.342869758605957,-19.1026554107666,-16.57526397705078,-16.10447120666504,-14.550054550170898,-6.872274398803711,-8.100650787353516,131.6814422607422,90.75401306152344,55.390472412109375,62.8486328125,33.89375305175781,42.791419982910156,23.996688842773438,22.657852172851562,14.43075180053711,15.328107833862305,13.043519973754883,11.613509178161621,9.133757591247559,0.6088663339614868,5.483462810516357,0.30681270360946655,0.322668194770813,0.15718718497983872,0.09212109569571235,0.04815709963440895,0.05881587415933609
spkr103_21.wav,Spanish,-425.2708435058594,59.1649169921875,-28.10967254638672,47.52341079711914,-20.05770492553711,-21.189035415649414,-4.461100101470947,-19.123836517333984,-8.998246192932129,-8.996867179870605,-7.270987510681152,-8.5703763961792,-8.118000984191895,150.67416381835938,107.10100555419922,79.78421020507812,52.96108627319336,38.67410659790039,28.61764144897461,27.774534225463867,28.869600296020508,24.655311584472656,17.772863388061523,14.48109245300293,12.31544017791748,12.464346885681152,0.21753491461277008,1.43423593044281,0.3128553032875061,0.32582199573516846,0.20969460227272727,0.14544405651668585,0.02885223738849163,0.029006220400333405
spkr103_22.wav,Spanish,-280.1197814941406,48.52347946166992,-55.94142532348633,27.305500030517578,-24.126529693603516,-17.672603607177734,-17.73922348022461,-14.381014823913574,-4.983248233795166,-7.224329471588135,-9.747415542602539,-1.7689685821533203,-10.984334945678711,157.65115356445312,105.44246673583984,66.98493957519531,51.98473358154297,44.430423736572266,24.654850006103516,29.517000198364258,26.257673263549805,19.129220962524414,17.00714683532715,11.368318557739258,15.100910186767578,7.85269021987915,1.0726239681243896,4.861185073852539,0.3497880697250366,0.31433650851249695,0.24392264229910715,0.1223897160478217,0.07260037958621979,0.04332108050584793
spkr103_23.wav,Spanish,-314.0035400390625,71.70905303955078,-43.69413375854492,9.544815063476562,-35.14749526977539,-3.893787384033203,-22.489347457885742,-27.525211334228516,-9.0870943069458,-15.423954010009766,-10.42143440246582,-7.995671272277832,-6.442350387573242,130.9630889892578,100.76605224609375,76.0584945678711,53.543575286865234,32.19333267211914,20.34925651550293,22.374887466430664,19.871511459350586,16.23882293701172,10.980609893798828,15.172590255737305,10.35822582244873,12.25841236114502,0.8794907927513123,5.0066728591918945,0.3715035319328308,0.31236618757247925,0.22956730769230768,0.191665530923145,0.052685920149087906,0.03753656521439552
spkr103_24.wav,Spanish,-296.481201171875,38.54774475097656,-47.28120422363281,19.805295944213867,-28.969770431518555,-6.538171291351318,-12.829012870788574,-19.367469787597656,1.627039909362793,-20.993488311767578,-5.975191593170166,-2.1291933059692383,-14.487627029418945,117.04487609863281,136.93673706054688,60.19559097290039,45.69478988647461,25.146589279174805,32.73198318481445,28.6651554107666,24.40973472595215,21.77546501159668,22.27024269104004,12.77132511138916,12.520615577697754,16.66058921813965,1.0270185470581055,9.663530349731445,0.3656805455684662,0.319085031747818,0.243076171875,0.18190040148816042,0.05976293608546257,0.038863640278577805
spkr103_26.wav,Spanish,-318.892822265625,61.200340270996094,-47.669776916503906,43.299598693847656,-34.636966705322266,-11.967461585998535,-18.064075469970703,-30.292905807495117,-4.460605621337891,-23.296815872192383,-10.400236129760742,-9.75098991394043,-7.10511589050293,140.8804931640625,64.5526123046875,63.5516471862793,40.78628921508789,37.59706497192383,17.32250213623047,23.64533805847168,23.140316009521484,27.157785415649414,18.627544403076172,11.18083667755127,8.964634895324707,12.930038452148438,0.6498158574104309,5.692366123199463,0.2920088469982147,0.32539841532707214,0.20583177649456522,0.11655246028942703,0.04933035001158714,0.031442150473594666
spkr103_28.wav,Spanish,-339.0423583984375,21.41792869567871,-35.844032287597656,37.375640869140625,-14.181519508361816,-33.71969223022461,0.8027747869491577,-13.11661434173584,-15.402915954589844,-10.247038841247559,-12.424381256103516,-0.5149312615394592,-10.82241439819336,128.0033721923828,123.25672149658203,82.46546936035156,61.148826599121094,28.08736228942871,38.398414611816406,19.294071197509766,32.242374420166016,16.96327781677246,17.903324127197266,12.194024085998535,15.772871017456055,8.997279167175293,0.7448301315307617,6.350990295410156,0.3512711226940155,0.30340874195098877,0.2752853094362745,0.1469620897618106,0.05051889270544052,0.038303621113300323
spkr103_29.wav,Spanish,-330.4563293457031,24.1299991607666,-30.090131759643555,53.35465621948242,-23.323041915893555,-35.389427185058594,-6.242917060852051,-13.46173095703125,-19.823625564575195,-8.704156875610352,-13.93490219116211,2.285627841949463,-9.862914085388184,141.66722106933594,101.87822723388672,68.2278823852539,50.65201950073242,31.520076751708984,34.93235397338867,28.325319290161133,24.457551956176758,19.421253204345703,16.907806396484375,19.426401138305664,10.111749649047852,13.681118965148926,0.5359256863594055,3.0583624839782715,0.3201015293598175,0.31400391459465027,0.28348077512254904,0.16655195968172318,0.05246846377849579,0.03222956880927086
spkr103_30.wav,Spanish,-337.19287109375,36.16108322143555,-29.104263305664062,62.11002731323242,-19.65540885925293,-16.747343063354492,-3.8928754329681396,-31.09415626525879,-6.292909145355225,-14.761143684387207,-12.029582023620605,-0.7694685459136963,-13.52575397491455,118.10901641845703,121.62920379638672,71.40991973876953,60.790462493896484,45.615028381347656,24.026716232299805,22.930267333984375,30.093027114868164,23.688350677490234,17.618545532226562,15.147990226745605,11.995101928710938,11.43233871459961,0.7153944969177246,4.2174906730651855,0.3058071732521057,0.32333022356033325,0.226654052734375,0.15643835338016093,0.058996815234422684,0.04324854165315628
spkr103_31.wav,Spanish,-286.0630187988281,55.377376556396484,-56.35446548461914,51.793617248535156,-31.763185501098633,-23.7484188079834,-9.94021987915039,-25.409940719604492,-6.545682430267334,-15.5589017868042,-7.542628288269043,-1.9205231666564941,-6.997308254241943,112.39825439453125,100.12223052978516,70.46270751953125,57.51998519897461,38.19913101196289,35.216163635253906,19.565845489501953,26.72225570678711,18.705322265625,15.324613571166992,16.390066146850586,13.475525856018066,11.21796703338623,0.8723024129867554,4.675972938537598,0.34356337785720825,0.30429983139038086,0.25130504261363634,0.12226504547648184,0.06441695988178253,0.033216528594493866
spkr103_33.wav,Spanish,-329.8757019042969,36.72177505493164,-45.056636810302734,42.722373962402344,-30.63570213317871,-18.80215072631836,-7.736138343811035,-17.44530487060547,-0.5666037201881409,-18.035640716552734,-9.824533462524414,10.268824577331543,-12.435214042663574,134.09608459472656,123.72382354736328,60.00929641723633,41.64726257324219,35.93098831176758,32.09400177001953,20.547637939453125,29.9055233001709,20.981281280517578,19.378875732421875,19.151287078857422,18.156837463378906,12.4202880859375,0.7624971270561218,5.333938121795654,0.34192177653312683,0.31653937697410583,0.2513563368055556,0.1530877061920471,0.05432930216193199,0.03813697770237923
spkr103_34.wav,Spanish,-347.9976501464844,25.251373291015625,-44.42649841308594,26.223922729492188,-17.669553756713867,-36.772804260253906,-10.549660682678223,-18.84974479675293,-16.55360984802246,-13.295144081115723,-9.961664199829102,1.695915699005127,-6.1947760581970215,115.32229614257812,112.41669464111328,64.71147155761719,33.44961166381836,25.821834564208984,22.58694839477539,24.303607940673828,16.660900115966797,14.83411693572998,14.276226997375488,13.182876586914062,11.34696102142334,9.144020080566406,0.36170071363449097,4.204129219055176,0.36582452058792114,0.3138863444328308,0.2737968012971698,0.20939227319373332,0.029740318655967712,0.026558078825473785
spkr103_35.wav,Spanish,-375.61932373046875,26.78212547302246,-8.338257789611816,42.92653274536133,-17.030582427978516,-8.798598289489746,-7.054470062255859,-20.78211212158203,-6.791614055633545,-13.399785041809082,-3.9884984493255615,-4.747424602508545,-7.013962268829346,139.74131774902344,128.02886962890625,52.665653228759766,63.4425163269043,36.21937561035156,35.05487060546875,19.454349517822266,23.3068790435791,13.507963180541992,21.45246696472168,14.251473426818848,10.123685836791992,9.280367851257324,0.37822356820106506,3.262723207473755,0.3259729743003845,0.32906007766723633,0.2369068287037037,0.2063791830358768,0.03866870701313019,0.023774398490786552
spkr103_36.wav,Spanish,-378.7333068847656,62.06568908691406,-47.76424026489258,26.286434173583984,-44.391151428222656,-0.033350542187690735,-7.596897602081299,-34.926456451416016,0.9872075319290161,-14.182334899902344,-12.599637985229492,3.2940783500671387,-8.504483222961426,137.7746124267578,102.95011901855469,56.548683166503906,69.20362854003906,35.34449005126953,28.225961685180664,15.190272331237793,33.60858917236328,25.32577133178711,15.495484352111816,16.4619197845459,17.505430221557617,10.28892707824707,0.3928298056125641,2.342228412628174,0.2959318459033966,0.32497355341911316,0.2007911811440678,0.12737840362577812,0.040768250823020935,0.025072960183024406
spkr103_37.wav,Spanish,-391.1205749511719,27.327484130859375,-21.514902114868164,30.466999053955078,-7.061455249786377,-20.840742111206055,-11.602876663208008,-15.239815711975098,-12.378501892089844,-10.97790813446045,-14.381217956542969,1.1657150983810425,-1.482354998588562,130.5978240966797,127.5154037475586,76.87008666992188,55.0095329284668,35.60626983642578,26.76068115234375,30.550844192504883,23.186365127563477,24.469642639160156,21.50510025024414,15.984015464782715,12.441266059875488,14.199745178222656,0.5365771055221558,4.4748711585998535,0.29453641176223755,0.3229334354400635,0.2658236228813559,0.1910057798871585,0.04948395490646362,0.060137223452329636
